CASENEW,PWT14,SEX,AGEEULR,MARSTA3R,HIQUL15D,ETHUK7R,ILODEFR,STAT3R,FTPTWK,TOTHRS,NSECMJ3R,GOVTOF2,PWT14R
19460,559,1,10,3,6,1,1,1,1,36,3,2,0.813505057119988
19462,638,2,6,1,1,1,1,1,2,6,1,9,0.9284726769992
19462,659,1,8,2,4,1,1,1,1,38,1,2,0.959033689878484
19462,408,1,11,2,5,1,3,-9,-9,-9,4,11,0.593756821654661
19462,888,1,4,2,4,1,1,1,1,40,3,11,1.29229425889544
19463,768,1,12,2,-9,5,3,-9,-9,-9,4,8,1.11765989958524
19463,527,2,10,2,5,1,3,1,1,-9,2,7,0.76693589463727
19465,724,2,9,1,1,1,1,1,1,0,1,9,1.05362730117151
19467,2230,1,12,2,-9,1,3,-9,-9,-9,4,10,3.24528851051444
19467,857,2,7,2,1,1,1,1,1,32,1,2,1.2471803827403
19471,644,1,4,2,1,1,1,1,1,50,1,7,0.937204394964709
19472,904,1,2,1,4,1,1,1,1,50,3,2,1.3155788401368
19472,602,1,7,3,1,1,1,1,1,23,1,2,0.876082369206141
19472,507,2,11,3,6,1,3,-9,-9,-9,4,12,0.737830168085571
19472,592,2,4,2,1,1,1,1,1,45,1,12,0.861529505930292
19473,605,2,7,2,4,1,1,1,2,26,2,7,0.880448228188896
19475,606,2,10,2,3,1,2,-9,-9,-9,4,12,0.881903514516481
19476,975,1,2,1,3,1,2,-9,-9,-9,4,4,1.41890416939533
19476,573,1,5,2,5,4,1,1,1,62,3,11,0.833879065706178
19477,498,2,9,2,4,1,1,1,1,56,3,12,0.724732591137306
19481,653,1,8,2,3,1,1,1,1,65,1,10,0.950301971912974
19481,859,2,5,1,3,1,3,1,2,-9,3,2,1.25009095539547
19481,623,2,10,3,7,1,3,1,1,-9,3,12,0.906643382085425
19483,811,1,5,1,3,1,2,1,2,-9,2,8,1.1802372116714
19485,653,1,4,1,4,1,1,1,1,48,2,9,0.950301971912974
19486,491,1,8,2,4,1,1,1,1,60,1,11,0.714545586844212
19487,587,2,11,3,4,1,1,1,2,0,3,9,0.854253074292367
19488,414,2,9,2,1,2,1,1,1,40,1,9,0.60248853962017
19489,454,2,11,3,6,1,3,-9,-9,-9,4,9,0.660699992723568
19489,913,1,3,3,1,1,1,1,1,37,1,6,1.32867641708506
19489,552,1,8,2,4,1,1,1,1,40,3,1,0.803318052826894
19491,552,1,12,3,-9,1,3,-9,-9,-9,4,10,0.803318052826894
19495,553,1,8,2,3,1,1,1,1,39,3,1,0.804773339154479
19496,667,2,5,3,1,1,3,1,1,-9,1,9,0.970675980499163
19498,495,2,1,1,3,1,1,1,2,26,3,12,0.720366732154551
19500,667,2,3,1,5,7,1,1,1,36,3,7,0.970675980499163
19502,594,1,11,2,6,1,3,-9,-9,-9,4,10,0.864440078585462
19504,509,2,11,2,6,1,3,-9,-9,-9,4,1,0.740740740740741
19505,3283,1,12,2,-9,5,3,-9,-9,-9,4,8,4.7777050134614
19507,758,1,1,1,3,1,3,-9,-9,-9,4,10,1.10310703630939
19508,432,2,1,1,4,1,1,1,1,32,2,2,0.628683693516699
19509,923,1,8,1,1,1,1,2,1,15,1,8,1.34322928036091
19509,448,2,11,3,5,1,3,-9,-9,-9,4,10,0.651968274758059
19509,894,2,2,1,3,1,1,1,2,8,4,9,1.30102597686095
19512,916,1,7,1,1,1,1,1,2,22,1,8,1.33304227606782
19512,593,2,5,1,2,1,1,1,1,27,1,4,0.862984792257877
19513,644,1,1,1,4,7,3,-9,-9,-9,4,7,0.937204394964709
19515,700,2,5,2,1,1,1,1,1,35,1,8,1.01870042930947
19515,700,1,3,1,3,1,1,1,1,-8,3,4,1.01870042930947
19517,692,2,4,2,1,4,1,1,2,24,3,8,1.00705813868879
19517,743,2,6,2,1,6,1,1,2,22,3,7,1.08127774139562
19517,0,2,12,2,-9,1,3,-9,-9,-9,4,4,0
19518,758,2,2,2,3,1,1,1,1,45,2,7,1.10310703630939
19521,679,1,7,2,3,1,1,2,1,35,2,7,0.988139416430183
19524,562,1,7,3,2,1,1,1,1,40,1,12,0.817870916102743
19525,620,2,12,2,-9,1,3,1,2,-9,3,2,0.902277523102671
19528,846,2,3,1,2,6,1,1,1,35,4,8,1.23117223313687
19528,658,2,7,3,4,1,1,1,1,40,1,2,0.957578403550899
19528,533,2,11,2,2,1,1,1,2,4,1,4,0.77566761260278
19529,541,1,8,1,5,1,1,1,2,7,3,12,0.787309903223459
19532,634,1,11,2,3,1,3,1,1,-9,1,5,0.92265153168886
19533,359,2,11,2,4,1,3,1,2,-9,3,13,0.522447791602998
19536,557,1,10,2,2,1,1,1,1,40,3,12,0.810594484464819
19537,517,1,11,3,2,1,1,1,1,-8,1,4,0.75238303136142
19537,534,2,3,2,3,1,1,1,2,20,2,13,0.777122898930365
19541,604,1,6,2,1,1,1,1,1,32,1,5,0.878992941861311
19542,514,1,9,2,2,1,1,1,1,42,1,6,0.748017172378665
19542,2094,2,12,3,-9,1,3,-9,-9,-9,4,4,3.04736956996289
19544,496,1,7,2,1,1,3,-9,-9,-9,4,9,0.721822018482136
19544,649,2,3,2,3,1,1,1,1,37,2,1,0.944480826602634
19545,654,2,8,2,1,1,1,1,1,60,1,2,0.951757258240559
19546,603,1,12,2,-9,1,3,-9,-9,-9,4,11,0.877537655533726
19547,650,2,5,3,2,1,1,1,1,24,3,4,0.945936112930219
19549,609,1,8,3,4,1,3,1,1,-9,3,2,0.886269373499236
19551,781,2,1,1,4,7,1,1,2,4,4,9,1.13657862184385
19552,545,1,7,2,3,1,1,1,1,50,1,9,0.793131048533799
19553,514,2,4,1,3,1,1,1,1,39,4,2,0.748017172378665
19554,893,2,7,1,1,1,1,1,2,24,2,8,1.29957069053336
19554,782,2,2,2,3,1,1,1,2,17,3,7,1.13803390817143
19555,820,1,3,1,5,1,3,-9,-9,-9,4,9,1.19333478861966
19558,508,2,7,1,4,1,1,1,1,38,1,9,0.739285454413156
19560,877,1,5,2,1,1,1,1,1,60,1,8,1.276286109292
19573,348,2,12,3,-9,1,3,-9,-9,-9,4,10,0.506439641999563
19576,552,1,11,2,3,3,3,2,2,-9,2,8,0.803318052826894
19580,500,2,5,2,4,1,1,1,2,20,2,7,0.727643163792476
19581,460,1,11,2,4,1,3,-9,-9,-9,4,9,0.669431710689078
19582,689,1,7,1,3,1,1,1,1,48,1,7,1.00269227970603
19583,684,1,7,1,3,1,1,1,1,39,1,4,0.995415848068107
19584,634,1,10,3,2,1,3,1,1,-9,1,5,0.92265153168886
19585,954,2,3,1,5,6,1,1,2,16,2,8,1.38834315651604
19588,527,2,8,2,4,1,1,1,1,35,1,7,0.76693589463727
19589,949,2,2,1,4,1,1,1,1,38,2,10,1.38106672487812
19590,648,1,12,2,2,6,1,1,1,51,3,9,0.943025540275049
19590,836,1,7,2,-8,1,1,1,1,43,1,8,1.21661936986102
19590,507,1,11,3,3,1,1,1,2,18,2,12,0.737830168085571
19591,847,1,1,1,3,3,1,1,2,13,4,8,1.23262751946445
19592,559,1,7,2,1,1,1,1,1,45,1,4,0.813505057119988
19593,555,1,10,2,3,1,1,1,1,42,1,6,0.807683911809649
19595,730,1,5,1,3,1,1,1,1,50,1,4,1.06235901913702
19596,285,1,10,2,6,1,1,1,1,40,3,13,0.414756603361711
19601,708,1,4,2,3,1,1,1,1,45,3,5,1.03034271993015
19601,624,2,8,2,2,1,1,1,2,22,1,2,0.90809866841301
19602,724,2,7,2,3,1,1,1,1,35,2,7,1.05362730117151
19603,526,1,4,1,3,1,1,1,1,37,2,13,0.765480608309685
19605,748,2,2,1,4,1,1,1,1,38,3,4,1.08855417303354
19605,599,1,9,2,2,1,1,1,1,-8,1,12,0.871716510223386
19612,485,2,11,2,6,4,3,-9,-9,-9,4,8,0.705813868878702
19614,749,2,4,2,2,1,1,1,2,24,2,13,1.09000945936113
19618,669,1,7,2,5,1,1,2,1,40,2,6,0.973586553154333
19618,507,1,11,2,1,1,1,2,2,20,2,11,0.737830168085571
19620,622,2,8,2,3,1,1,1,2,6,3,4,0.90518809575784
19621,757,2,2,1,4,1,1,2,1,40,2,4,1.10165174998181
19621,851,2,5,2,1,1,1,1,1,18,1,11,1.23844866477479
19622,769,1,2,1,3,-8,3,1,1,-9,4,8,1.11911518591283
19622,632,2,7,3,2,1,1,1,1,43,2,10,0.91974095903369
19623,607,1,4,1,1,1,1,1,1,52,3,7,0.883358800844066
19624,906,1,2,1,4,1,1,1,1,40,3,2,1.31848941279197
19626,500,2,6,2,2,1,1,1,2,32,3,1,0.727643163792476
19628,604,1,7,2,1,1,1,1,1,40,1,10,0.878992941861311
19630,897,1,8,2,1,1,1,1,1,40,1,6,1.3053918358437
19632,543,2,6,2,3,1,1,1,1,0,2,11,0.790220475878629
19635,538,2,9,3,4,1,3,-9,-9,-9,4,4,0.782944044240704
19636,665,2,4,1,3,1,1,1,1,48,1,10,0.967765407843993
19636,3373,1,12,1,-9,1,3,-9,-9,-9,4,2,4.90868078294404
19637,461,1,11,2,5,1,1,2,1,60,2,11,0.670886997016663
19639,582,1,8,2,5,1,1,1,1,30,1,7,0.846976642654442
19641,860,1,2,1,1,1,1,1,1,66,1,9,1.25154624172306
19645,787,2,5,2,1,1,1,1,1,38,4,10,1.14531033980936
19645,602,1,1,1,6,1,3,-9,-9,-9,4,11,0.876082369206141
19647,536,1,12,3,-9,1,3,-9,-9,-9,4,6,0.780033471585534
19648,692,1,6,2,4,1,1,1,1,45,3,8,1.00705813868879
19648,443,1,11,1,6,1,3,1,1,-9,3,11,0.644691843120134
19649,628,2,5,2,1,1,1,2,2,18,1,9,0.91391981372335
19649,696,2,6,2,4,1,1,2,1,36,2,8,1.01287928399913
19652,635,1,6,1,7,1,1,1,2,16,1,7,0.924106818016445
19652,634,2,9,2,4,1,1,1,2,12,3,5,0.92265153168886
19652,728,2,5,3,4,7,1,1,2,5,3,2,1.05944844648185
19653,535,1,12,2,3,1,1,1,2,0,3,4,0.77857818525795
19654,720,2,4,1,4,1,3,1,1,-9,1,12,1.04780615586117
19655,620,2,5,2,1,1,1,1,1,38,1,2,0.902277523102671
19656,487,2,9,2,4,1,1,1,1,38,3,10,0.708724441533872
19656,701,2,6,1,6,2,3,-9,-9,-9,4,9,1.02015571563705
19657,529,2,7,2,4,1,1,1,1,37,1,4,0.76984646729244
19660,562,1,2,1,2,1,1,1,1,45,1,13,0.817870916102743
19661,728,1,5,2,1,1,1,1,1,15,1,6,1.05944844648185
19663,553,1,6,2,3,1,1,1,1,39,1,10,0.804773339154479
19665,709,1,9,2,1,1,1,1,2,0,2,10,1.03179800625773
19666,588,1,6,2,2,1,1,1,1,38,1,12,0.855708360619952
19668,847,2,6,2,4,1,1,1,2,20,2,10,1.23262751946445
19668,908,1,3,1,1,1,1,1,1,41,2,9,1.32139998544714
19670,450,2,6,2,4,1,1,1,1,21,2,13,0.654878847413229
19672,558,2,6,2,4,1,1,1,2,0,2,10,0.812049770792403
19672,659,2,6,1,4,1,1,1,2,16,3,7,0.959033689878484
19672,609,1,11,2,6,1,3,1,2,-9,3,2,0.886269373499236
19672,685,1,3,1,3,1,1,1,1,42,2,12,0.996871134395692
19674,772,1,5,1,4,1,3,1,1,-9,1,5,1.12348104489558
19674,516,1,11,2,1,1,3,-9,-9,-9,4,2,0.750927745033835
19675,659,1,4,2,1,1,1,1,1,40,2,1,0.959033689878484
19677,475,1,11,2,2,1,3,1,1,-9,1,6,0.691261005602852
19678,557,2,6,2,1,1,1,2,2,20,2,10,0.810594484464819
19678,603,2,7,3,4,1,1,1,1,39,2,9,0.877537655533726
19679,510,1,12,2,1,1,1,1,2,8,1,7,0.742196027068326
19679,493,1,7,2,3,1,1,1,1,72,1,9,0.717456159499382
19679,540,1,10,2,3,1,3,2,1,-9,2,4,0.785854616895874
19679,612,1,9,1,6,1,3,-9,-9,-9,4,2,0.890635232481991
19680,718,1,8,1,2,1,1,1,1,38,3,8,1.044895583206
19681,726,2,6,2,3,1,1,1,1,0,2,7,1.05653787382668
19683,714,2,7,2,3,1,1,1,1,0,2,11,1.03907443789566
19683,742,1,9,2,1,1,1,1,1,40,1,12,1.07982245506803
19685,558,2,4,1,5,1,1,1,2,18,3,4,0.812049770792403
19685,577,1,9,2,1,1,1,1,1,27,1,1,0.839700211016517
19685,473,1,10,2,3,1,1,1,1,45,3,13,0.688350432947683
19686,647,2,3,1,1,1,1,1,1,37,1,2,0.941570253947464
19686,939,1,2,1,2,1,1,1,1,35,1,12,1.36651386160227
19688,658,1,11,3,6,1,1,2,2,21,2,10,0.957578403550899
19689,717,1,7,2,3,1,1,1,1,40,3,7,1.04344029687841
19690,572,2,7,2,2,1,1,1,1,32,2,12,0.832423779378593
19691,551,2,11,2,4,1,3,-9,-9,-9,4,11,0.801862766499309
19693,661,2,11,3,3,1,1,1,2,0,3,10,0.961944262533654
19694,734,1,1,1,4,7,3,-9,-9,-9,4,8,1.06818016444735
19698,824,2,2,1,2,1,1,1,1,32,3,7,1.19915593393
19699,572,2,9,2,3,1,1,1,1,39,2,9,0.832423779378593
19699,598,2,7,2,2,1,1,1,2,38,2,4,0.870261223895802
19707,483,2,6,2,1,1,1,1,2,12,2,4,0.702903296223532
19707,2006,1,12,3,-9,1,3,-9,-9,-9,4,12,2.91930437313541
19709,562,2,10,2,2,1,1,1,1,44,2,9,0.817870916102743
19709,861,2,4,2,1,3,1,1,1,44,2,8,1.25300152805064
19711,771,2,8,2,4,1,1,1,2,24,1,2,1.122025758568
19712,543,2,6,2,1,1,1,1,1,50,1,9,0.790220475878629
19712,1064,2,3,1,1,1,1,2,2,35,1,8,1.54842465255039
19712,568,1,9,1,4,1,1,1,1,37,3,6,0.826602634068253
19715,511,2,7,2,3,7,3,-9,-9,-9,4,7,0.743651313395911
19717,559,2,11,2,6,1,3,-9,-9,-9,4,8,0.813505057119988
19717,1292,2,3,2,1,1,3,1,1,-9,1,8,1.88022993523976
19720,560,2,7,2,1,1,1,1,1,42,1,5,0.814960343447573
19720,504,1,12,2,-9,1,3,1,1,-9,3,1,0.733464309102816
19723,477,1,5,2,4,1,1,1,1,22,3,12,0.694171578258022
19726,500,1,6,2,1,1,1,1,1,0,1,5,0.727643163792476
19729,810,1,4,1,3,1,1,2,2,0,2,9,1.17878192534381
19730,820,1,4,1,6,1,3,-9,-9,-9,4,9,1.19333478861966
19730,912,2,4,1,4,1,3,1,1,-9,2,8,1.32722113075748
19732,567,1,12,2,1,1,1,1,2,0,1,9,0.825147347740668
19733,559,2,4,2,4,1,1,1,2,10,2,7,0.813505057119988
19733,763,2,5,1,1,1,1,1,1,50,1,6,1.11038346794732
19736,522,1,8,2,5,1,3,-9,-9,-9,4,7,0.759659462999345
19738,540,2,11,2,5,1,3,-9,-9,-9,4,2,0.785854616895874
19740,684,2,1,1,3,4,3,-9,-9,-9,4,4,0.995415848068107
19744,554,2,10,3,6,1,3,1,2,-9,2,9,0.806228625482064
19744,459,1,11,1,6,1,3,1,1,-9,3,5,0.667976424361493
19745,503,2,4,2,2,1,3,1,1,-9,2,13,0.732009022775231
19748,558,2,12,2,-9,1,3,1,1,-9,1,8,0.812049770792403
19748,639,2,11,3,6,1,3,-9,-9,-9,4,5,0.929927963326785
19748,430,1,12,3,-9,1,3,-9,-9,-9,4,4,0.625773120861529
19749,596,2,6,1,3,1,1,1,2,0,2,4,0.867350651240632
19749,617,2,5,3,1,1,1,1,1,36,1,12,0.897911664119916
19751,575,2,8,2,3,1,1,1,2,30,2,9,0.836789638361348
19751,623,1,12,2,5,1,1,1,2,16,3,5,0.906643382085425
19752,298,2,11,2,2,1,3,-9,-9,-9,4,13,0.433675325620316
19757,509,1,10,2,2,1,3,1,1,-9,1,9,0.740740740740741
19757,532,1,9,2,6,1,3,-9,-9,-9,4,4,0.774212326275195
19770,872,2,7,2,1,7,2,2,1,-9,2,8,1.26900967765408
19770,1951,1,12,3,-9,1,3,-9,-9,-9,4,12,2.83926362511824
19772,839,2,7,2,4,1,1,1,1,40,2,9,1.22098522884378
19772,434,1,11,2,1,1,1,1,2,7,1,9,0.631594266171869
19772,661,1,12,2,-9,1,3,1,1,-9,2,5,0.961944262533654
19773,646,1,3,1,1,1,1,1,1,38,1,11,0.940114967619879
19780,781,1,8,2,1,1,1,1,1,0,1,6,1.13657862184385
19781,894,1,2,1,3,1,1,1,1,48,3,1,1.30102597686095
19783,583,2,9,2,6,1,3,-9,-9,-9,4,9,0.848431928982027
19784,587,1,6,2,4,1,1,1,1,35,3,6,0.854253074292367
19785,403,1,12,2,-9,1,3,-9,-9,-9,4,9,0.586480390016736
19785,720,2,9,1,4,1,1,1,1,42,2,12,1.04780615586117
19786,545,2,7,2,3,1,1,1,1,40,3,5,0.793131048533799
19787,461,2,10,3,5,1,1,1,2,31,2,5,0.670886997016663
19787,688,2,4,1,6,4,3,-9,-9,-9,4,6,1.00123699337845
19789,796,2,2,1,6,1,1,1,1,40,1,9,1.15840791675762
19789,833,1,5,2,2,1,1,1,1,40,1,6,1.21225351087827
19789,452,2,7,2,1,1,1,1,1,37,1,1,0.657789420068398
19792,849,1,8,2,3,1,1,1,1,45,1,2,1.23553809211962
19793,641,2,12,2,-9,1,3,-9,-9,-9,4,9,0.932838535981954
19793,602,1,8,2,5,4,1,2,2,20,2,8,0.876082369206141
19795,659,1,7,2,3,1,1,1,1,37,3,2,0.959033689878484
19798,508,1,10,2,4,1,1,1,1,42,1,7,0.739285454413156
19800,618,2,1,1,-8,6,3,-9,-9,-9,4,8,0.899366950447501
19800,526,1,6,2,5,1,1,1,1,59,1,1,0.765480608309685
19802,738,1,6,2,2,1,1,1,1,45,3,8,1.07400130975769
19803,500,1,6,2,1,1,1,2,1,80,1,5,0.727643163792476
19804,541,2,3,1,1,1,1,1,1,65,1,4,0.787309903223459
19804,603,1,6,2,3,1,1,1,1,40,1,2,0.877537655533726
19804,770,1,6,2,1,1,2,1,1,-9,1,12,1.12057047224041
19807,659,1,3,1,2,1,1,1,1,48,3,10,0.959033689878484
19811,480,2,11,2,5,1,3,-9,-9,-9,4,1,0.698537437240777
19812,756,1,7,2,3,1,1,1,1,48,1,9,1.10019646365422
19813,391,2,12,2,5,1,1,2,1,-8,2,10,0.569016954085716
19816,649,2,6,2,1,5,1,2,2,20,2,8,0.944480826602634
19816,718,1,5,2,3,1,1,1,1,38,3,6,1.044895583206
19819,675,1,7,2,1,1,1,1,1,0,1,10,0.982318271119843
19820,444,1,7,2,3,1,1,2,1,45,2,13,0.646147129447719
19822,463,1,11,2,6,1,1,2,2,0,2,7,0.673797569671833
19825,779,1,10,3,6,1,3,-9,-9,-9,4,2,1.13366804918868
19825,489,2,8,2,1,1,1,1,1,45,1,12,0.711635014189042
19826,582,1,7,2,4,1,1,1,1,45,1,9,0.846976642654442
19828,732,2,6,2,1,1,3,-9,-9,-9,4,9,1.06526959179219
19828,667,2,7,2,4,1,1,1,2,16,1,4,0.970675980499163
19828,296,2,10,1,2,1,3,1,1,-9,1,13,0.430764752965146
19829,1120,1,2,2,1,2,1,1,1,35,1,8,1.62992068689515
19831,337,1,12,2,-9,1,3,-9,-9,-9,4,10,0.490431492396129
19833,736,1,4,1,4,1,1,1,1,37,2,2,1.07109073710252
19835,856,1,4,1,5,1,1,1,1,48,3,9,1.24572509641272
19837,404,2,3,1,3,1,1,1,2,16,3,13,0.587935676344321
19838,538,1,1,1,4,1,3,1,1,-9,3,9,0.782944044240704
19838,592,1,9,2,1,1,1,2,1,40,2,8,0.861529505930292
19838,602,2,5,2,1,1,3,1,1,-9,1,2,0.876082369206141
19840,582,1,4,2,1,1,1,1,1,52,1,6,0.846976642654442
19840,595,1,11,3,6,1,3,-9,-9,-9,4,1,0.865895364913047
19841,514,2,7,1,1,1,1,1,1,30,2,10,0.748017172378665
19841,536,2,4,2,1,1,1,1,1,0,1,2,0.780033471585534
19841,655,1,9,2,-8,1,1,1,1,0,1,2,0.953212544568144
19843,526,1,10,2,2,1,3,1,2,-9,3,9,0.765480608309685
19843,537,2,10,2,1,1,1,1,1,0,1,2,0.781488757913119
19844,521,2,10,2,1,1,3,1,1,-9,1,2,0.75820417667176
19846,803,1,7,2,6,7,3,-9,-9,-9,4,6,1.16859492105072
19846,684,1,7,2,5,1,1,1,1,89,3,4,0.995415848068107
19847,1124,1,2,1,3,7,3,-9,-9,-9,4,7,1.63574183220549
19847,526,2,11,2,6,1,3,1,2,-9,3,4,0.765480608309685
19848,642,2,9,2,3,1,1,1,1,32,3,5,0.934293822309539
19851,527,1,9,1,5,7,1,1,1,30,3,12,0.76693589463727
19854,535,2,7,1,3,1,1,1,2,28,3,12,0.77857818525795
19859,816,1,4,1,1,3,1,1,1,35,1,7,1.18751364330932
19860,599,2,12,2,-9,1,3,-9,-9,-9,4,4,0.871716510223386
19861,424,1,1,1,6,4,3,-9,-9,-9,4,8,0.61704140289602
19862,624,2,6,2,4,6,3,-9,-9,-9,4,5,0.90809866841301
19863,716,2,8,3,4,1,3,1,2,-9,3,5,1.04198501055083
19865,522,2,8,2,2,6,1,1,2,20,3,8,0.759659462999345
19866,858,1,3,1,3,1,1,1,1,40,4,9,1.24863566906789
19866,850,2,3,2,3,1,1,1,1,35,2,12,1.23699337844721
19867,594,1,8,2,4,1,1,1,1,24,3,9,0.864440078585462
19867,707,2,6,2,1,1,1,1,2,27,1,13,1.02888743360256
19868,492,2,8,2,6,1,1,1,2,0,3,7,0.716000873171797
19870,607,2,12,2,-9,1,3,-9,-9,-9,4,10,0.883358800844066
19872,528,2,11,2,4,1,3,-9,-9,-9,4,10,0.768391180964855
19872,732,1,10,1,3,1,1,1,1,48,3,9,1.06526959179219
19872,707,2,1,1,4,1,1,1,2,30,3,12,1.02888743360256
19873,820,2,4,1,1,1,1,1,1,40,1,12,1.19333478861966
19875,612,1,1,1,4,1,3,-9,-9,-9,4,7,0.890635232481991
19875,549,1,12,2,-9,1,3,-9,-9,-9,4,4,0.798952193844139
19877,515,2,10,2,1,1,1,2,1,42,1,4,0.74947245870625
19878,634,2,3,2,1,1,1,1,1,0,2,4,0.92265153168886
19879,463,1,11,2,2,1,1,2,2,30,2,7,0.673797569671833
19879,668,1,6,2,4,1,1,1,1,40,2,2,0.972131266826748
19880,667,1,1,1,4,3,3,-9,-9,-9,4,7,0.970675980499163
19880,498,2,4,2,4,1,1,1,1,27,3,1,0.724732591137306
19882,502,1,8,2,1,1,1,1,1,50,2,11,0.730553736447646
19883,774,1,1,1,3,1,1,1,2,35,3,2,1.12639161755075
19883,581,2,9,2,2,1,3,-9,-9,-9,4,11,0.845521356326857
19887,3025,2,12,1,-9,1,3,-9,-9,-9,4,5,4.40224114094448
19887,2576,2,12,3,-9,1,3,-9,-9,-9,4,2,3.74881757985884
19888,645,1,8,2,4,1,1,1,1,30,3,10,0.938659681292294
19894,871,1,4,1,6,1,1,2,1,60,2,6,1.26755439132649
19894,654,2,6,3,1,1,1,1,1,24,1,4,0.951757258240559
19900,485,2,12,3,-9,1,3,-9,-9,-9,4,10,0.705813868878702
19900,492,1,9,3,3,1,1,1,1,44,2,12,0.716000873171797
19901,688,1,4,2,4,1,1,2,1,45,2,9,1.00123699337845
19901,0,1,12,2,-9,1,3,-9,-9,-9,4,1,0
19903,0,1,12,3,-9,1,3,-9,-9,-9,4,9,0
19904,623,2,3,2,1,1,1,1,2,34,1,5,0.906643382085425
19909,591,1,8,2,3,1,1,1,1,28,3,11,0.860074219602707
19911,735,2,3,1,2,1,1,1,2,0,2,5,1.06963545077494
19911,598,1,5,2,1,1,1,1,1,37,1,11,0.870261223895802
19911,490,2,11,2,6,1,3,1,2,-9,3,12,0.713090300516627
19914,567,2,7,2,4,1,1,1,1,37,2,13,0.825147347740668
19915,714,2,3,1,4,1,3,1,2,-9,3,10,1.03907443789566
19917,0,1,12,2,-9,1,3,-9,-9,-9,4,2,0
19919,813,2,3,1,4,1,2,1,2,-9,3,6,1.18314778432657
19920,0,1,12,2,-9,1,3,-9,-9,-9,4,10,0
19920,2217,2,3,1,1,1,1,1,1,0,2,6,3.22636978825584
19923,866,2,2,1,1,1,1,1,1,20,3,12,1.26027795968857
19925,0,1,12,2,-9,1,3,-9,-9,-9,4,1,0
19929,0,2,12,2,-9,1,3,-9,-9,-9,4,10,0
19930,983,1,2,1,3,1,2,1,1,-9,4,9,1.43054646001601
19931,529,1,4,2,4,6,1,1,1,38,1,5,0.76984646729244
19933,3207,2,3,1,1,1,1,1,1,38,1,8,4.66710325256494
19934,505,2,10,2,4,1,1,1,1,28,3,1,0.734919595430401
19935,737,1,7,1,4,1,1,1,1,46,3,6,1.07254602343011
19936,526,2,12,3,-9,1,3,-9,-9,-9,4,9,0.765480608309685
19937,813,2,6,2,4,1,1,1,2,27,3,5,1.18314778432657
19938,510,1,6,2,6,1,1,1,1,40,3,7,0.742196027068326
19939,489,1,10,1,1,1,1,1,1,52,1,8,0.711635014189042
19939,478,1,1,1,3,1,3,-9,-9,-9,4,9,0.695626864585607
19940,786,1,5,1,1,1,1,1,1,50,1,8,1.14385505348177
19940,529,1,5,1,4,1,1,1,1,38,2,11,0.76984646729244
19942,758,1,3,1,4,1,1,1,1,45,3,5,1.10310703630939
19942,685,2,5,2,1,1,1,1,2,0,1,6,0.996871134395692
19943,576,1,5,1,4,1,1,1,2,0,3,2,0.838244924688933
19945,664,1,12,2,-9,1,3,-9,-9,-9,4,5,0.966310121516408
19946,714,2,11,3,6,1,3,1,1,-9,3,6,1.03907443789566
19950,618,2,7,2,1,1,1,1,1,30,1,11,0.899366950447501
19951,557,1,10,2,3,1,1,2,1,60,2,12,0.810594484464819
19952,636,1,9,2,3,1,1,1,2,8,1,8,0.92556210434403
19952,636,1,1,1,4,1,1,1,1,37,3,1,0.92556210434403
19956,743,1,3,1,5,1,1,1,2,-8,3,12,1.08127774139562
19957,718,1,12,2,-9,1,3,1,1,-9,3,2,1.044895583206
19958,601,2,3,2,1,1,1,1,1,36,1,2,0.874627082878556
19959,675,2,4,1,5,1,3,1,1,-9,3,12,0.982318271119843
19960,585,1,5,1,3,1,1,2,1,50,2,7,0.851342501637197
19960,558,2,10,3,6,1,1,1,1,30,1,2,0.812049770792403
19961,605,1,9,2,3,1,1,1,1,38,1,9,0.880448228188896
19966,496,2,9,2,3,1,1,1,2,14,1,9,0.721822018482136
19967,493,1,1,1,3,1,1,2,2,4,1,4,0.717456159499382
19970,581,1,4,1,4,1,1,1,1,40,1,7,0.845521356326857
19973,470,1,7,2,4,1,1,1,1,44,3,9,0.683984573964928
19977,659,1,8,3,5,1,1,1,1,44,3,7,0.959033689878484
19977,570,2,12,3,-9,1,3,-9,-9,-9,4,1,0.829513206723423
19978,554,1,9,3,5,1,1,1,1,48,3,10,0.806228625482064
19979,849,2,1,1,4,1,3,-9,-9,-9,4,2,1.23553809211962
19979,753,1,4,1,3,1,1,1,1,44,1,2,1.09583060467147
19980,479,2,10,2,2,1,3,1,1,-9,1,1,0.697082150913192
19982,820,1,3,1,7,1,1,1,1,40,3,10,1.19333478861966
19982,657,1,8,2,6,1,1,1,1,37,1,4,0.956123117223314
19983,524,2,5,1,3,1,1,1,1,51,3,4,0.762570035654515
19984,550,2,9,2,3,1,1,1,1,37,1,1,0.800407480171724
19986,690,1,10,2,3,1,1,2,2,20,2,5,1.00414756603362
19987,479,1,9,2,4,1,1,1,1,33,3,5,0.697082150913192
19987,758,2,1,1,4,1,3,-9,-9,-9,4,6,1.10310703630939
19987,196,1,12,1,-9,1,3,-9,-9,-9,4,13,0.285236120206651
19990,555,2,12,2,-9,1,3,-9,-9,-9,4,9,0.807683911809649
19991,576,1,8,2,2,1,1,1,2,52,1,10,0.838244924688933
19992,861,2,4,1,1,1,1,1,2,18,4,8,1.25300152805064
